_;_;_;0.6953182220458984
_;_;_;0.7617864608764648
_;_;_;0.7918884754180908
_;_;_;0.8088335990905762
_;_;_;0.782909631729126
_;_;_;0.7150850296020508
_;_;_;0.6991307735443115
_;_;_;0.6911530494689941
_;_;_;0.6652212142944336
_;_;_;0.6822226047515869
_;_;_;0.6931226253509521
_;_;_;0.6832876205444336
_;_;_;0.6680779457092285
_;_;_;0.6961381435394287
_;_;_;0.7240643501281738
_;_;_;0.8318188190460205
_;_;_;0.8068006038665771
_;_;_;0.807018518447876
_;_;_;0.7787597179412842
_;_;_;0.7330222129821777
_;_;_;0.714116096496582
_;_;_;0.6781692504882812
_;_;_;0.6633973121643066
_;_;_;0.6570723056793213
_;_;_;0.6494326591491699
_;_;_;0.6392879486083984
_;_;_;0.6510868072509766
_;_;_;0.6432797908782959
_;_;_;0.7002835273742676
_;_;_;0.810701847076416
_;_;_;0.688305139541626
_;_;_;1.4828646183013916
_;_;_;0.7121038436889648
_;_;_;0.8686716556549072
_;_;_;0.8598785400390625
_;_;_;0.8535406589508057
_;_;_;0.8587203025817871
_;_;_;0.77496337890625
_;_;_;0.7770633697509766
_;_;_;0.7129013538360596
_;_;_;0.6921675205230713
_;_;_;0.6761739253997803
_;_;_;0.6673390865325928
_;_;_;0.6561317443847656
_;_;_;0.6701986789703369
_;_;_;0.6723601818084717
_;_;_;0.6760363578796387
_;_;_;0.6881604194641113
_;_;_;0.6791846752166748
_;_;_;0.6802053451538086
_;_;_;0.6513967514038086
_;_;_;0.6840102672576904
_;_;_;0.661231279373169
_;_;_;0.7022404670715332
