270285;328;426;738
270289;329;426;738
270293;329;426;738
270301;330;426;738
270306;330;426;738
270310;329;426;738
270314;330;426;738
270322;328;426;738
270326;330;426;738
270331;333;426;738
270334;333;426;738
270342;335;426;738
270347;334;426;738
270351;332;426;738
270359;332;426;738
270363;332;426;738
270367;334;426;738
270371;336;426;738
270379;336;426;738
270384;336;426;738
270388;337;426;738
270392;337;426;738
270401;337;426;738
270404;336;426;738
270408;335;426;738
270412;332;426;738
270420;332;426;738
270424;334;426;738
270429;337;426;738
270436;333;426;738
270440;330;426;738
270444;332;426;738
270448;333;426;738
270457;331;426;738
270460;331;426;738
270466;333;426;738
270469;333;426;738
270477;331;426;738
270481;332;426;738
270485;334;426;738
270493;338;426;738
270498;340;426;738
270502;344;426;738
270506;345;426;738
270514;346;426;738
270519;343;426;738
270522;352;426;738
270527;360;426;738
270535;364;426;738
270539;364;426;738
270543;366;426;738
270551;366;426;738
270555;361;426;738
270559;358;426;738
270563;356;426;738
270572;347;426;738
270575;337;426;738
270580;330;426;738
270584;326;426;738
270592;324;426;738
270596;323;426;738
270600;321;426;738
270608;321;426;738
270613;320;426;738
270617;318;426;738
270621;318;426;738
270629;318;426;738
270633;317;426;738
270637;316;426;738
270642;317;426;738
270652;316;426;738
270653;314;426;738
270658;302;426;738
270662;293;426;738
270670;308;426;738
270674;333;426;738
270678;386;426;738
270686;451;426;738
270691;491;426;738
270695;467;426;738
270699;387;426;725
270707;306;426;725
270713;275;426;725
270719;281;426;725
270721;300;426;725
270728;316;426;725
270732;324;426;725
270736;323;426;725
270744;324;426;725
270748;323;426;725
270752;323;426;725
270756;323;426;725
270763;326;426;725
270770;328;426;725
270772;329;426;725
270778;328;426;725
270785;329;426;725
270788;332;426;725
270793;332;426;725
270800;335;426;725
270805;337;426;725
270809;338;426;725
270813;338;426;725
270821;339;426;725
270825;344;426;725
270832;345;426;725
270835;342;426;725
270842;344;426;725
270845;346;426;725
270850;351;426;725
270858;350;426;725
270862;351;426;725
270866;355;426;725
270870;358;426;725
270879;362;426;725
270883;362;426;725
270888;363;426;725
270891;364;426;725
270901;365;426;725
270905;368;426;725
270907;367;426;725
270911;367;426;725
270919;367;426;725
270924;368;426;725
270928;366;426;725
270936;361;426;725
270940;355;426;725
270944;353;426;725
270948;345;426;725
270957;340;426;725
270960;339;426;725
270967;338;426;725
270969;335;426;725
270977;332;426;725
270981;332;426;725
270985;333;426;725
270993;331;426;725
270998;330;426;725
271002;340;426;725
271006;339;426;725
271014;338;426;725
271018;337;426;725
271023;338;426;725
271027;338;426;725
271035;339;426;725
271039;339;426;725
271043;339;426;725
271051;336;426;725
271055;337;426;725
271059;338;426;725
271063;337;426;725
271072;336;426;725
271076;336;426;725
271081;336;426;725
271085;334;426;725
271092;332;426;725
