_;_;_;7,462903261184692
_;_;_;0,7739324569702148
_;_;_;0,778080940246582
_;_;_;0,7728071212768555
_;_;_;0,6972579956054688
_;_;_;0,8087096214294434
_;_;_;0,7559502124786377
_;_;_;0,7619640827178955
_;_;_;0,7170822620391846
_;_;_;0,7001311779022217
_;_;_;0,7579786777496338
_;_;_;0,7491450309753418
_;_;_;0,7210693359375
_;_;_;0,7010109424591064
_;_;_;0,7650718688964844
_;_;_;0,7867412567138672
_;_;_;0,7699437141418457
_;_;_;0,7170872688293457
_;_;_;0,8278262615203857
_;_;_;0,8188173770904541
_;_;_;0,7569241523742676
_;_;_;0,7042713165283203
_;_;_;0,7049655914306641
_;_;_;0,7180747985839844
_;_;_;0,8138253688812256
_;_;_;0,7529864311218262
_;_;_;0,839911937713623
_;_;_;0,836634635925293
_;_;_;0,7938492298126221
_;_;_;0,7131335735321045
_;_;_;0,6791782379150391
_;_;_;0,6881253719329834
_;_;_;0,708153247833252
_;_;_;0,6681685447692871
_;_;_;0,6842176914215088
_;_;_;0,7738847732543945
_;_;_;0,739022970199585
_;_;_;0,7071104049682617
_;_;_;0,6921491622924805
_;_;_;0,7491509914398193
_;_;_;0,7089507579803467
_;_;_;0,7001287937164307
_;_;_;0,6632857322692871
_;_;_;0,6922440528869629
