Mon Dec 16 12:21:57 2019_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
_;0.0;700;_
