Mon Dec 16 13:26:51 2019545;310;700;
545;311;700;
545;312;700;
547;312;700;
547;312;700;
547;310;700;
548;311;700;
548;312;700;
549;312;700;
549;313;700;
550;313;700;
550;313;700;
551;313;700;
551;313;700;
552;316;700;
553;318;700;
553;315;700;
554;315;700;
554;315;700;
554;299;700;
555;295;700;
556;318;700;
556;373;700;
556;441;700;
557;489;700;
558;485;700;
558;419;700;
558;327;700;
559;277;700;
560;279;700;
560;300;700;
560;312;700;
561;314;700;
562;323;700;
562;327;700;
563;326;700;
563;321;700;
564;327;700;
564;329;700;
565;327;700;
565;325;700;
566;336;700;
566;336;700;
567;330;700;
567;330;700;
568;338;700;
568;339;700;
569;333;700;
569;335;700;
570;342;700;
570;345;700;
571;339;700;
572;344;700;
572;351;700;
573;350;700;
573;348;700;
574;354;700;
574;357;700;
575;358;700;
575;356;700;
576;365;700;
576;371;700;
577;372;700;
577;372;700;
578;378;700;
578;381;700;
579;377;700;
579;376;700;
580;384;700;
581;382;700;
581;369;700;
581;364;700;
582;363;700;
583;357;700;
583;346;700;
584;341;700;
584;341;700;
585;336;700;
585;325;700;
585;329;700;
586;330;700;
587;326;700;
587;322;700;
588;325;700;
588;326;700;
589;322;700;
589;317;700;
590;322;700;
590;326;700;
591;323;700;
591;321;700;
592;328;700;
592;332;700;
593;326;700;
593;326;700;
594;332;700;
595;334;700;
595;328;700;
595;329;700;
596;334;700;
597;331;700;
597;328;700;
598;329;700;
598;335;700;
599;334;700;
599;328;700;
600;330;700;
600;335;700;
601;329;700;
601;325;700;
602;330;700;
602;332;700;
603;328;700;
603;324;700;
604;331;700;
604;333;700;
605;329;700;
605;329;700;
606;331;700;
606;331;700;
607;325;700;
608;326;700;
608;332;700;
609;332;700;
609;326;700;
610;327;700;
610;333;700;
610;332;700;
611;323;700;
612;327;700;
612;329;700;
612;325;700;
613;323;700;
614;327;700;
614;334;700;
615;336;700;
615;336;700;
616;343;700;
616;344;700;
617;337;700;
617;339;700;
618;354;700;
618;362;700;
619;358;700;
619;358;700;
620;361;700;
620;359;700;
621;348;700;
621;344;700;
622;344;700;
622;337;700;
623;321;700;
624;324;700;
624;327;700;
625;324;700;
625;318;700;
626;322;700;
626;322;700;
627;317;700;
627;312;700;
628;316;700;
628;317;700;
629;313;700;
629;310;700;
630;318;700;
631;320;700;
631;310;700;
631;294;700;
632;298;700;
633;317;700;
633;353;700;
634;416;700;
634;476;700;
635;481;700;
635;414;700;
635;327;700;
636;278;700;
637;269;700;
637;280;700;
637;304;700;
638;318;700;
639;321;700;
639;317;700;
640;324;700;
640;328;700;
641;322;700;
641;319;700;
642;326;700;
642;331;700;
643;327;700;
643;328;700;
644;335;700;
644;334;700;
645;329;700;
646;332;700;
646;341;700;
646;344;700;
647;338;700;
647;340;700;
648;345;700;
649;345;700;
649;341;700;
650;346;700;
650;350;700;
651;350;700;
651;348;700;
652;356;700;
652;361;700;
653;362;700;
653;360;700;
654;370;700;
654;376;700;
655;372;700;
655;368;700;
656;375;700;
656;380;700;
657;375;700;
658;371;700;
658;373;700;
659;370;700;
659;357;700;
660;352;700;
660;353;700;
660;348;700;
661;334;700;
662;334;700;
662;335;700;
662;331;700;
663;321;700;
664;325;700;
664;329;700;
665;324;700;
665;318;700;
666;321;700;
666;323;700;
667;319;700;
667;317;700;
668;323;700;
668;327;700;
669;323;700;
669;322;700;
670;329;700;
671;329;700;
671;324;700;
671;323;700;
672;330;700;
672;331;700;
673;324;700;
674;326;700;
674;333;700;
675;331;700;
675;325;700;
676;327;700;
676;329;700;
677;328;700;
677;323;700;
678;328;700;
678;331;700;
679;326;700;
679;321;700;
680;328;700;
680;331;700;
681;327;700;
681;325;700;
682;331;700;
683;330;700;
683;321;700;
684;322;700;
684;329;700;
685;329;700;
685;324;700;
685;330;700;
686;338;700;
687;338;700;
687;331;700;
687;335;700;
688;340;700;
689;341;700;
689;343;700;
689;353;700;
690;358;700;
691;353;700;
691;349;700;
692;356;700;
692;357;700;
693;345;700;
693;335;700;
694;334;700;
694;330;700;
695;324;700;
696;320;700;
696;322;700;
696;319;700;
697;311;700;
697;313;700;
698;319;700;
699;318;700;
699;313;700;
700;319;700;
700;323;700;
701;318;700;
701;310;700;
702;314;700;
702;319;700;
703;303;700;
703;285;700;
704;304;700;
704;327;700;
705;380;700;
705;442;700;
706;488;700;
706;472;700;
707;386;700;
708;305;700;
708;280;700;
709;287;700;
709;302;700;
710;321;700;
710;333;700;
710;326;700;
711;318;700;
712;319;700;
712;325;700;
712;323;700;
713;320;700;
714;325;700;
714;330;700;
714;330;700;
715;325;700;
716;330;700;
716;332;700;
716;329;700;
717;327;700;
718;335;700;
718;338;700;
719;334;700;
719;334;700;
720;340;700;
721;340;700;
721;339;700;
721;340;700;
722;345;700;
722;347;700;
723;347;700;
723;352;700;
724;357;700;
725;359;700;
725;356;700;
726;361;700;
726;365;700;
727;364;700;
727;360;700;
728;364;700;
728;367;700;
729;363;700;
729;358;700;
730;361;700;
730;358;700;
731;346;700;
731;337;700;
732;339;700;
733;336;700;
733;330;700;
734;327;700;
734;332;700;
735;330;700;
735;322;700;
735;324;700;
736;330;700;
737;328;700;
737;322;700;
737;322;700;
738;326;700;
739;325;700;
739;320;700;
740;327;700;
740;329;700;
741;328;700;
741;324;700;
742;331;700;
742;334;700;
743;331;700;
743;330;700;
744;335;700;
744;336;700;
745;328;700;
746;324;700;
746;329;700;
746;331;700;
747;328;700;
747;329;700;
748;334;700;
748;332;700;
749;325;698;
750;327;698;
750;330;696;
750;328;693;
751;325;691;
752;329;691;
752;334;691;
753;329;691;
753;321;685;
754;326;680;
754;330;680;
755;328;680;
755;324;678;
756;331;678;
756;332;676;
757;328;676;
758;322;676;
758;329;676;
758;337;676;
759;337;676;
760;338;676;
760;342;676;
760;342;676;
761;342;676;
762;347;674;
762;357;674;
762;359;674;
763;353;674;
764;354;674;
764;359;674;
765;354;674;
765;344;674;
766;343;674;
766;341;671;
766;331;669;
767;320;669;
768;323;669;
768;323;669;
769;321;667;
769;316;667;
770;320;667;
770;321;667;
771;315;667;
771;313;667;
772;319;667;
772;318;663;
773;313;658;
773;313;656;
774;317;654;
775;319;652;
775;304;652;
776;292;650;
776;305;650;
777;327;650;
777;372;650;
778;442;650;
778;491;650;
779;475;639;
779;393;639;
780;310;639;
780;273;636;
781;271;632;
781;283;632;
782;305;630;
